input,output,reaction,name,schemaClass,module
IFI35,RNASEL,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFI35,IFITM2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFI35,XAF1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFI35,IFI6,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFI35,BST2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFI35,RSAD2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFI35,SAMHD1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFI35,EGR1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFI35,OAS3,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFI35,OAS2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFI35,OASL,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFI35,OAS1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFI35,IFITM1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFI35,ISG15,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFI35,IFI35,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFI35,IFIT5,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFI35,IFIT3,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFI35,IFI27,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFI35,ADAR,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFI35,IFIT1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFI35,IFIT2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFI35,GBP2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFI35,ISG20,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,IRF7,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,IRF2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,IRF8,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,IRF6,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,IRF3,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,IRF1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,IRF5,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,IRF9,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,IRF4,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,PSMB8,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,MX1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,MX2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,HLA-A,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,HLA-C,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,HLA-B,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,HLA-G,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,HLA-F,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,HLA-E,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,HLA-H,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,IFITM3,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,IP6K2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,RNASEL,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,IFITM2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,XAF1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,IFI6,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,BST2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,RSAD2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,SAMHD1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,EGR1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,OAS3,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,OAS2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,OASL,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,OAS1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,IFITM1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,ISG15,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,IFI35,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,IFIT5,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,IFIT3,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,IFI27,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,ADAR,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,IFIT1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,IFIT2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,GBP2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RSAD2,ISG20,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,IRF7,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,IRF2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,IRF8,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,IRF6,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,IRF3,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,IRF1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,IRF5,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,IRF9,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,IRF4,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,PSMB8,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,MX1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,MX2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,HLA-A,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,HLA-C,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,HLA-B,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,HLA-G,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,HLA-F,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,HLA-E,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,HLA-H,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,IFITM3,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,IP6K2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,RNASEL,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,IFITM2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,XAF1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,IFI6,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,BST2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,RSAD2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,SAMHD1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,EGR1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,OAS3,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,OAS2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,OASL,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,OAS1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,IFITM1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,ISG15,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,IFI35,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,IFIT5,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,IFIT3,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,IFI27,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,ADAR,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,IFIT1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,IFIT2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,GBP2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
XAF1,ISG20,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,IRF7,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,IRF2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,IRF8,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,IRF6,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,IRF3,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,IRF1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,IRF5,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,IRF9,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,IRF4,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,PSMB8,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,MX1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,MX2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,HLA-A,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,HLA-C,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,HLA-B,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,HLA-G,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,HLA-F,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,HLA-E,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,HLA-H,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,IFITM3,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,IP6K2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,RNASEL,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,IFITM2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,XAF1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,IFI6,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,BST2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,RSAD2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,SAMHD1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,EGR1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,OAS3,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,OAS2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,OASL,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,OAS1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,IFITM1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,ISG15,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,IFI35,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,IFIT5,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,IFIT3,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,IFI27,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,ADAR,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,IFIT1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,IFIT2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,GBP2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
RNASEL,ISG20,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,IRF7,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,IRF2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,IRF8,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,IRF6,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,IRF3,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,IRF1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,IRF5,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,IRF9,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,IRF4,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,PSMB8,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,MX1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,MX2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,HLA-A,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,HLA-C,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,HLA-B,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,HLA-G,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,HLA-F,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,HLA-E,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,HLA-H,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,IFITM3,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,IP6K2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,RNASEL,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,IFITM2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,XAF1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,IFI6,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,BST2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,RSAD2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,SAMHD1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,EGR1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,OAS3,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,OAS2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,OASL,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,OAS1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,IFITM1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,ISG15,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,IFI35,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,IFIT5,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,IFIT3,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,IFI27,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,ADAR,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,IFIT1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,IFIT2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,GBP2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
ISG15,ISG20,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,IRF7,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,IRF2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,IRF8,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,IRF6,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,IRF3,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,IRF1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,IRF5,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,IRF9,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,IRF4,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,PSMB8,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,MX1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,MX2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,HLA-A,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,HLA-C,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,HLA-B,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,HLA-G,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,HLA-F,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,HLA-E,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,HLA-H,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,IFITM3,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,IP6K2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,RNASEL,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,IFITM2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,XAF1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,IFI6,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,BST2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,RSAD2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,SAMHD1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,EGR1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,OAS3,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,OAS2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,OASL,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,OAS1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,IFITM1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,ISG15,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,IFI35,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,IFIT5,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,IFIT3,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,IFI27,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,ADAR,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,IFIT1,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,IFIT2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,GBP2,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
IFITM3,ISG20,R-HSA-1015702,Expression of IFN-induced genes,BlackBoxEvent,Immune System
