Protein,Drop,Gain
DEFB106A,-3.8762664576551655,45.38302754252273
DEFB135,-3.8762664576551655,45.38302754252273
DEFB105A,-3.8762664576551646,45.38302754252274
DEFB130A,-3.8762664576551646,45.38302754252274
DEFB133,-3.8762664576551646,45.38302754252274
DEFB129,-3.8762664576551646,45.38302754252274
DEFB108B,-3.8762664576551646,45.38302754252274
DEFB128,-3.8762664576551646,45.38302754252273
DEFB112,-3.8762664576551646,45.38302754252274
DEFB119,-3.8762664576551646,45.38302754252273
DEFB117,-3.8762664576551646,45.38302754252274
DEFB116,-3.8762664576551646,45.38302754252273
DEFB125,-3.8762664576551646,45.38302754252273
DEFB118,-3.8762664576551646,45.38302754252273
DEFB130B,-3.8762664576551638,45.38302754252273
DEFB104A,-3.8762664576551638,45.38302754252273
ICAM2,-3.875772206469777,2.6552360922114326
CREBBP,-3.8735631772797707,3.0372807135095274
EP300,-3.8735631772797707,3.0372807135095274
IFNA17,-3.8460449676228836,10.242427264096458
IFNA14,-3.8460449676228836,10.242427264096458
IFNA6,-3.8460449676228836,10.242427264096458
IFNA2,-3.8460449676228827,10.242427264096458
IFNA10,-3.8460449676228827,10.242427264096452
IFNA7,-3.846044967622882,10.242427264096449
IFNA5,-3.846044967622881,10.242427264096452
IFNA8,-3.846044967622881,10.24242726409645
IFNA1,-3.8460449676228805,10.242427264096449
IFNA16,-3.8460449676228805,10.24242726409645
IFNA21,-3.8460449676228805,10.242427264096449
DEFB108P1,-3.8451085097220514,44.00267168018828
DEFB109B,-3.8451085097220514,44.00267168018828
IL13RA2,-3.8383827835326785,0.671201744431148
ZBP1,-3.8365860058888535,0.0008080773029191683
SH3GL2,-3.8304259898325976,0.09267226899546993
IL12RB2,-3.8274263959681134,0.1625698805655325
MALT1,-3.8078974142166944,1.6697461902632749
RPS6KA2,-3.8034169844968133,0.6951507087091323
EDA2R,-3.7936571871326006,0.21008886218418008
PDPK1,-3.7840284672934197,0.058757721733114714
IL10RB,-3.7714966575899327,0.15714350774928826
IL10,-3.739325080153578,7.866189990472584
IL7,-3.7326303623506947,0.3330867159596619
DDX41,-3.726514980512723,4.390040993887502
CSF2RA,-3.6644281324343804,0.2547401307877833
FLNA,-3.654415278863438,2.1725732753640066
IRAK2,-3.6480916211960697,0.3399810242661469
OSMR,-3.6100900486025354,0.027326305787904452
RASGRP1,-3.6005937731184443,0.376016487086438
RIPK3,-3.566267497817977,0.09328334653420348
CASP1,-3.518493914872459,2.5741471269455936
PCBP2,-3.4453652697747854,0.028810321221797268
IFNL1,-3.4332618875602754,0.19476304568617556
IL9R,-3.395871092245652,0.141005100054073
LIFR,-3.3374024456348472,0.02122191641140047
BCL2L1,-3.3040661437494436,4.493939003372415
CLEC10A,-3.2791257854536715,1.1451463076803245
GRB10,-3.2752132238523535,0.0270581129007308
CRKL,-3.27420121820187,0.35392190286368463
FLT3,-3.25705907511415,3.0000805456409894
KPNA1,-3.1839169023221565,2.1682023186572175
IL12RB1,-3.1826546732957954,0.13729823598386046
MCEMP1,-3.153293773212631,0.0004405452974239641
TEC,-3.1306943046532676,0.20293800100734719
IMPDH1,-3.1183860617136374,0.000324876313014779
ITK,-3.101634134928028,0.20110110336682266
PRLR,-3.087360629917054,0.23511490343387054
CD22,-3.0777097270886764,2.7391051933148227
SIRPA,-3.070236313184399,0.029443294715049702
BAIAP2,-3.0544618616371815,0.09107189175773198
AIM2,-3.0466638754211295,4.314865391479915
CRK,-3.0408034354383875,0.3188010886293174
RPS6KA1,-2.986398289143888,0.46751261142372613
RPS6KA3,-2.986398289143888,0.4675126114237261
ALDOC,-2.9843323598994576,0.23782742588531727
IFNLR1,-2.920501399551767,0.17136422042832314
FTH1,-2.9087191788392976,0.15156452222480335
FTL,-2.9087191788392817,0.15156452222480335
INPP5D,-2.9054900211577572,0.06433815402740511
INPPL1,-2.9054900211577563,0.06433815402740511
TNFRSF14,-2.9005331974726953,2.144841629961406
NFATC2,-2.8823905280005264,0.19157382094718262
NFATC3,-2.882390528000526,0.1915738209471825
NFATC1,-2.8823905280005255,0.19157382094718275
CFL1,-2.8783447086975626,0.056690260150147165
TOM1,-2.8777887458029627,1.315691988132452
UNC93B1,-2.8710268330615376,4.4793975750414825
VASP,-2.870268427639182,0.36433541044580514
JUN,-2.842446242575281,0.38665970745198414
NECTIN2,-2.835975032166367,1.8468196947083462
STAT2,-2.820492454111812,0.02861249651089225
SOCS6,-2.814359694060265,0.17033745446056142
RASGRP4,-2.763569587871091,1.2548339391045373
RASGRP2,-2.763569226327305,0.34389792204540254
VTN,-2.7245792033268046,0.2652772067972913
TICAM1,-2.7236254458259723,0.003788096403449799
C2,-2.718806034442145,54.09220261857672
GHR,-2.6751405283894303,1.442488628570906
KLRG1,-2.639534724092033,1.9097866258503289
HMGB1,-2.6339634315820972,3.7142575957327977
PILRA,-2.625992235121519,3.6033045862185884
SIRPB1,-2.5916316620798323,8.393175720485624
IL2RB,-2.5902552188253303,0.16192838921515215
YWHAB,-2.588389936066372,0.09260105794473233
HSPA6,-2.586406004366196,0.6183250953395878
PRL,-2.585176225787774,0.33949841835839195
ARHGAP9,-2.5685224900902197,0.00021349079633072282
CD14,-2.5594593304159954,8.491099753885628
BTN2A1,-2.536209818562685,0.7502500433416988
MGST1,-2.5361472092095148,0.027186735690201153
C3,-2.521942441596424,13.131946154304968
MRC2,-2.5168598542230285,0.4850357813881566
MRC1,-2.5168598542230285,0.48503578138815673
CD207,-2.5168598542230285,0.48503578138815673
SIGIRR,-2.515571726844679,0.7664377917034522
CSF3R,-2.5057032106847177,6.028886253973397
TNFRSF1A,-2.5013373816500573,0.7416076472204535
SLPI,-2.4914356079428814,0.00015073787018541146
ICAM5,-2.484767088891288,0.6320356291814857
ICAM4,-2.484767088891288,0.6320356291814857
IL36RN,-2.472106379796928,0.8071531769892197
ALDOA,-2.462113937112611,0.6963673229652283
PTK2B,-2.4592624281146183,1.1355820961364178
PIAS1,-2.4474823943773423,0.047253525362739385
TLR3,-2.445243806080011,4.578314696995542
RAPGEF3,-2.439228494772037,2.980559143694859
PIK3AP1,-2.432280956869757,0.5130928227842559
SOCS5,-2.428175264455519,0.08464903331217967
MUC12,-2.4270551432493153,0.2639728235244578
MUC17,-2.4270551432493153,0.2639728235244578
MUC5B,-2.4270551432493153,0.2639728235244578
MUC3A,-2.4270551432493153,0.2639728235244578
MUCL1,-2.4270551432493153,0.2639728235244578
MUC15,-2.4270551432493144,0.26397282352445467
MUC5AC,-2.427055143249314,0.2639728235244571
MUC13,-2.427055143249314,0.2639728235244571
MUC7,-2.427055143249314,0.2639728235244575
MUC21,-2.427055143249314,0.2639728235244581
MUC16,-2.427055143249314,0.2639728235244575
MUC2,-2.427055143249314,0.2639728235244575
MUC6,-2.427055143249314,0.26397282352445445
MUC19,-2.427055143249314,0.2639728235244575
MUC4,-2.427055143249314,0.2639728235244575
MUC3B,-2.4270551432493135,0.2639728235244544
MUC20,-2.4270551432493135,0.2639728235244575
TANK,-2.4226531498171298,0.32756310149287265
RAF1,-2.4054427084976147,1.2408543396994833
MEF2C,-2.402161130001278,0.19822441810455457
MEF2A,-2.402161130001278,0.19822441810455457
KIR2DL4,-2.3462935342680447,2.7119306381866717
IL1RAPL1,-2.3406885506210537,0.004872234702312795
CASP10,-2.330657265959438,0.18100432647484344
PIANP,-2.2940627359598595,2.089013809683949
TYROBP,-2.2637080590364707,16.913169390277897
TXN,-2.2589175466530147,2.8063312411757897
IL18BP,-2.2510813415357274,0.7788285504655766
WIPF3,-2.197099491881129,0.00024382030088141799
HSP90AB1,-2.195396050763641,0.08483990917830384
PRKCB,-2.1816216201978262,1.0214290767116685
CNTFR,-2.1700105305740776,2.6548722765679056
CTF1,-2.1279095868574833,0.11286765625844143
PRKCQ,-2.116624330807669,0.026201629867711
CFB,-2.1086971227507516,23.655176523193962
CHUK,-2.0995020139726996,0.006706326058267718
IKBKB,-2.0995020139726996,0.006706326058267718
PYCARD,-2.0810212211664645,5.0880031610399685
PPIA,-2.0783400061611643,2.498023868853475e-05
PKM,-2.067261251043645,2.4899666137924094e-05
ELK1,-2.0633732602452137,0.00019070528183595388
ATF1,-2.0633732602452137,0.00019070528183595388
RPS6KA5,-2.063373260245211,0.0001907052818357925
SYNGR1,-2.033100257267905,7.158294193319254e-05
PYGB,-2.0234375172209673,0.9822019356541984
CD33,-2.0166370468796933,1.8093471791657294
SIGLEC9,-2.016636244471015,0.9042579916759882
SIGLEC6,-2.016636244471015,0.9042579916759889
SIGLEC8,-2.016636244471015,0.9042579916759889
SIGLEC7,-2.0166362444710146,0.9042579916759886
SIGLEC11,-2.0166362444710146,0.9042579916759886
SIGLEC5,-2.016636244471014,0.9042579916759887
SIGLEC10,-2.016636244471014,0.9042579916759887
SIGLEC1,-2.0166362444710133,0.9042579916759889
GATA3,-2.0160335285443076,6.362357901869806e-05
RIPK2,-1.9667457054469961,0.37108797706006286
TLR9,-1.941831452179436,4.531842522687357
BTLA,-1.939749630877431,0.47908031080226066
CFP,-1.9384104884155264,3.7091015145766525e-05
KPNB1,-1.9371164003116883,0.6890556706384986
TREM1,-1.9139923226030404,15.697314398977925
NCR2,-1.9139923226030404,15.697314398977934
CD300LB,-1.9139923226030404,15.697314398977925
CD300E,-1.9139923226030404,15.697314398977927
TREM2,-1.9139923226030404,15.697314398977923
BOLA2,-1.913570635259742,0.9890752979802853
ZAP70,-1.9094850554943164,0.007776554066483756
IL11,-1.8889592425436885,0.10285413729377262
CASP2,-1.871463732222464,0.10461962211338367
CASP4,-1.871463732222464,0.10461962211338367
CASP9,-1.871463732222464,0.10461962211338367
COPB1,-1.8566798031420833,8.873409754868577e-05
KLRD1,-1.8392914518175643,0.28957052006508244
NPDC1,-1.8336509526169862,0.33033751554926677
MVP,-1.8317020926714076,0.012634593926880383
TIRAP,-1.8304749935747977,0.09120583730330473
CD4,-1.7995463334026354,0.4679692406704927
DYNLL1,-1.7858182575384645,0.3343956684853586
EDAR,-1.7746037930470888,0.049734415035471054
BPIFA2,-1.7708863388563416,12.152863601816948
BPIFB2,-1.7708820674818568,5.185043533125695
BPIFB4,-1.7708820674818568,5.185043533125695
BPIFB1,-1.7708820674818568,5.185043533125699
BPIFB6,-1.7708820674818568,5.185043533125698
BCL2,-1.7567033666171494,0.8238990111991353
IL22RA1,-1.7488920984776681,0.10582081826705751
RNF135,-1.7448824348790455,2.2527012348683944e-05
IL24,-1.7399745241497364,0.2266019716596689
CDC42,-1.7327917378181157,0.002207358350269039
USP18,-1.728533949075138,1.9752624137804482
DAPP1,-1.7160019983436177,0.02968744450835457
NOD1,-1.7127054408016045,0.25278396623496
PTPN1,-1.708206376091566,0.02310623473339042
HSPA8,-1.703512532085591,0.9879460393698024
CRACR2A,-1.699414504323954,0.0006927159462482284
TLR8,-1.6876294488543966,2.57908070609412
TLR7,-1.6876294488543966,2.5790807060941203
CNPY3,-1.6876294488543957,2.5790807060941208
PDCD1,-1.6699627308510643,3.9438300838355533
CD274,-1.6699447651104138,0.06356104583276688
CD300LD,-1.6616563704302234,9.489700489424376
TREML1,-1.661656370430223,9.489700489424376
CD300A,-1.661656370430223,9.489700489424376
CD300C,-1.661656370430223,9.489700489424372
TREML4,-1.661656370430223,9.489700489424376
CD300LF,-1.661656370430223,9.489700489424372
CD300LG,-1.661656370430223,9.489700489424372
TREML2,-1.661656370430223,9.489700489424372
CUL5,-1.6418866272723056,0.007139232696607912
RNF7,-1.6418866272723056,0.007139232696607912
IL2RA,-1.6374364927125127,0.5923779591506746
IL2,-1.6374364927125127,0.5923779591506744
CD226,-1.6252350940936136,0.12796601547700118
AGER,-1.6141283127210093,0.25226555991741245
IL1RL2,-1.6081067056820006,0.2631758842727967
PIK3R2,-1.6002427788662035,0.022433227074501624
DHX36,-1.5891971718469928,0.5910287724781171
DHX9,-1.5891971718469928,0.5910287724781171
KIR2DL2,-1.5796605916377997,0.37700854649597504
PDAP1,-1.559437029266749,0.0009095191329316788
CNTF,-1.5528787884171449,0.907132509828422
FYB,-1.5385063878780838,0.08235727269423637
TNIP2,-1.5263558473885133,0.02555526163198511
ENAH,-1.5254844282360724,0.0683384549984971
GNLY,-1.4975854257169707,4.835075313977274
IL26,-1.4938746742396516,0.14040178494167874
NOD2,-1.4655968230021261,2.733760937922664
TMBIM1,-1.4256062503581008,0.38523839829607043
SOS1,-1.411122916910649,0.2854098714651784
CMTM6,-1.4040638055100128,9.306328440049832
PIK3CA,-1.394188550331239,0.514923758918116
CDH1,-1.392966151131047,0.29366001634361727
KRAS,-1.391040507598525,4.8598489939568575e-05
NLRP1,-1.3850367999723392,0.14544052678384684
NFKB1,-1.3703295204406136,0.00827861268398383
RASGRP3,-1.3684596285986939,0.020848042789394602
MYO5A,-1.3531396245757386,0.010696135587948512
MYO1C,-1.3531396245757383,0.010696135587948512
MYH2,-1.3531396245757377,0.010696135587948512
MYO9B,-1.3531396245757332,0.010696135587948512
MYH9,-1.3531396245757332,0.010696135587948512
PGRMC1,-1.3409176198265433,0.8782776031033569
IL1RAP,-1.3332554567803319,0.707168384137951
LAIR2,-1.3208805571564257,1.8156362757356992
APEH,-1.3026815699413192,0.9860177693256201
SIGLEC14,-1.2893611821084427,5.575755122711292
SIGLEC16,-1.2893611821084427,5.575755122711292
SIGLEC15,-1.2893611821084427,5.575755122711292
KIR2DS5,-1.2893609765370495,5.033263037426169
CLEC5A,-1.2893609765370475,5.033263037426172
IL20RA,-1.277054020348158,0.225378571791389
LMNB1,-1.2605767448202605,0.2097743052384014
TXNIP,-1.2575973441926427,1.6378480864709581
TNFSF15,-1.2349899513795208,2.360509979478813
TNFRSF6B,-1.2349894492348368,0.770666193096967
TNFSF6,-1.2349894492348368,0.7706661930969673
CRTAM,-1.2269086843641581,0.14124017338077716
PSMD3,-1.2228452404595418,0.034614148824301756
NRAS,-1.1873504183080756,0.143307806940432
CD160,-1.1531819495594617,7.811341963690133
PRTN3,-1.1531797098490166,4.392650502817386
ELANE,-1.1531790188746338,3.291227797413279
CTSG,-1.1531790188746334,3.291227797413279
CAMP,-1.1531785935287666,2.2168892488567518
BCL2L11,-1.1427751761373566,0.020131219226733835
CCR6,-1.1418260607261965,0.21080336527421645
CLCF1,-1.1270922229434084,1.2260242702491428
CRLF1,-1.1270922229434084,1.4241027811619178
IL27RA,-1.1073980239009438,2.6582710556556344
TRAT1,-1.104754239812299,0.301828665200774
BLNK,-1.0906401930459517,0.20080755850222431
PYGL,-1.0838830628174243,0.13365535651581886
FGG,-1.0833720015224284,0.4556542335622821
FGA,-1.0833720015224284,0.45565423356228185
FGB,-1.0833720015224284,0.4556542335622823
COL1A2,-1.0766680673157143,0.9300086350070534
FN1,-1.0766680673157143,0.9300086350070541
ANXA1,-1.0766680673157143,0.9300086350070539
F13A1,-1.0766680673157143,0.9300086350070536
LAMA5,-1.0766680673157143,0.9300086350070531
CD59,-1.074196122798527,0.19707331819600482
fliC,-1.0682855776722135,0.5696203688421165
PILRB,-1.0625187553777034,0.6870796711307812
CD99,-1.0625187553777034,0.6870796711307812
BTNL2,-1.0465691538322905,0.4339087670613616
RNASE3,-1.043374522952686,4.3766510647234504
RNASE8,-1.043374522952686,4.376651064723454
RNASE7,-1.043374522952686,4.3766510647234504
RNASE6,-1.043374522952686,4.3766510647234504
SH2B3,-1.040669278207222,0.16683453970160717
SLA,-1.040669278207222,0.16683453970160717
ABL2,-1.0406692782072215,0.16683453970160717
SLA2,-1.0406692782072215,0.16683453970160714
MRE11,-1.030835974631569,0.6368223515003179
IL20RB,-1.0265159515621596,0.25083949573695136
AAMP,-1.0212879393576504,0.9106667940631328
CD96,-1.0000000289863946,4.4008962661546736e-13
IL32,-0.9791714306288354,1.5153752578688053
FUCA2,-0.9670974989929115,0.01595131514454745
RAPGEF1,-0.9589942702878527,0.24316153043472755
IL33,-0.9497983343406343,0.14229197775520253
BTN3A1,-0.9382667714574401,4.737824352614911
BTN1A1,-0.9382665686210473,3.9308796154199253
MAP3K7,-0.9310288066663858,0.0001841449463226915
KIR2DL1,-0.930165229587982,2.5577491893291566
TLR5,-0.9277550195233781,0.5460777616389656
IL19,-0.9050778210241139,0.18018610355307893
CD36,-0.8963190473273298,8.635953496599063
mip,-0.8962798325381067,1.5578591540703268
ABCE1,-0.8740382109508763,2.108951749556586
ALOX15,-0.8676028041105227,0.1320115449673741
PTPN22,-0.8621072879858891,0.21927384941922431
PAG1,-0.8621072879858889,0.21927384941922434
ALPK1,-0.8362996546313961,0.5164446686230295
TRPC1,-0.8308661685338675,1.2484640025077003
OSCAR,-0.8254317621848742,0.9307942823420879
IL15,-0.8228450097540725,2.1326956575006406
IL15RA,-0.8228450097540725,2.1326956575006406
TNFRSF25,-0.8063284371307857,0.4779952041792968
BRWD1,-0.8052638368984043,5.115645557411537
ICOS,-0.7626247259815301,2.344540977597
NLRC5,-0.7594653532895308,0.18904135665522745
RAB4B,-0.7534190813358995,0.0459143874112387
PANX1,-0.7260613401023235,0.18831040561734075
DDOST,-0.7171346433772738,1.15206919454279
PRKCSH,-0.7171346433772738,1.15206919454279
LGALS3,-0.7171346433772738,1.15206919454279
BTNL9,-0.716644890869026,1.9854937750480937
REG3A,-0.7087726436509598,1.9159655070031953
CAPZA1,-0.7083226484389825,0.8081489804872578
PI3,-0.6964477914662636,1.3422878729634649
HTN1,-0.6928510955125097,3.5233738562882806
HTN3,-0.692851095512509,3.52337385628828
NLRP3,-0.6883739331618909,0.5753157143062203
LTBR,-0.6805653654629391,1.7638363212815185
MOSPD2,-0.6703973007512457,1.1691442948568325
IST1,-0.667073782040582,0.13081209425275964
TNFRSF11A,-0.6643799525833762,2.1675739703067376
DCD,-0.6597004184854202,0.846621143349654
LEAP2,-0.6597004184854202,0.8466211433496557
CHGA,-0.6597004184854197,0.8466211433496552
RBSN,-0.6536255836107565,0.608020640929573
SCAMP1,-0.6405720994529315,0.00897216687854627
TLR10,-0.625427835739563,0.13650698853166685
TNFRSF12A,-0.6125540958085679,0.1840203562948265
IL1F10,-0.6046589583935293,2.8278084698865915
ICOSLG,-0.5976291245021221,1.1133010677793926
IFNAR2,-0.5936465623201694,0.32619312377395304
REG3G,-0.5885709241273678,0.9080894330230872
TNFRSF13C,-0.5707459983126885,0.36803447554358587
CAPZA2,-0.5699923122384689,0.3430157831474616
RAPGEF4,-0.5680755590653097,0.469039609211602
BPI,-0.5617751945131149,2.2779025368409958
SSA1,-0.5598758410299962,1.5985807008884014
SSA2,-0.5598758410299962,1.5985807008884014
IL36B,-0.5575347702542326,0.25846151227026004
IL36G,-0.5575347702542326,0.25846151227026004
IL36A,-0.5575347702542324,0.25846151227026004
TICAM2,-0.5457703962409884,0.08785011676464498
XDH,-0.5214439441829039,0.6783097793841777
BTN3A2,-0.5214439230134373,1.3516995587372287
BTN3A3,-0.5214439230134373,1.3516995587372287
SARM1,-0.5043719264756208,0.5487271615985853
hly,-0.5039551468288328,0.07657930083109439
ALOX5,-0.4802412364215065,0.0022189158202891197
TSLP,-0.47524445680884847,0.08119306638345287
IFI16,-0.47317599064777305,1.1686998515117015
IL34,-0.4721191292178737,8.59995431589114
CGAS,-0.4425823236563106,1.0940658496323992
H3C1,-0.42990018790537016,1.317968718685067
H3C15,-0.42990018790537005,1.317968718685067
SMARCA4,-0.4299001445123162,1.0478614162201625
CCL17,-0.4178272542590071,0.0022720881197700665
IL18RAP,-0.3926064406686032,0.1325654528296107
IL21,-0.3831392063624499,0.21256897911506653
prgJ,-0.36388887163766065,0.03046710256521516
NLRC4,-0.3638888716376603,0.03046710256521516
fljB,-0.3638888716376603,0.030467102565215304
TNFRSF11B,-0.35799218605486793,0.6917188002837954
TNFRSF17,-0.3533764517615254,1.145118057100989
TNFRSF13B,-0.35337645176152527,1.14511805710099
LYZ,-0.3306219578964159,0.27999206799152854
IL20,-0.3099965559927379,0.3698345432209582
PRKDC,-0.30821883606662626,1.2973870667140643
SUGT1,-0.24368265846299625,0.0056600393446070455
PTPRZ1,-0.2007487455839727,2.253090983921948
CSF1R,-0.2007487455839727,2.6671905532895614
SDC1,-0.2007487455839727,2.3661989949443214
FKBP1A,-0.11612058265283737,5.674703144497805
IL17RE,-0.08170419493190659,4.4008962661546736e-13
IL17RB,-0.08170419493190659,4.4008962661546736e-13
IL17RC,-0.029049434531727605,4.4008962661546736e-13
VAMP8,-0.022477998169680977,0.02713174694556123
NFKBIB,-0.01386345149425234,2.654014177573955
RELB,-0.0028241762417566285,2.698206423987223
RELA,-0.0028241762417566285,2.698206423987223
IRAK3,-0.0017113726102982033,13.573716836798608
LAG3,-0.0013849602810111002,0.13084087343848727
NF2,-0.000735471232681563,4.048272661086781
IL22RA2,-0.00044802520409073407,1.1486234289574815
CD101,-0.00017264813682151694,5.787908302452514
VAMP7,-0.0001534660068906882,0.23184694688279123
DHX58,-4.447093191072094e-05,2.186299600663813
NLRC3,-2.613314933335913e-05,0.971941399448012
IL22,-1.9613543829016063e-06,1.9987577662244078
JAML,-2.898639625096342e-08,2.0000000000004245
TNFSF18,-2.898639625096342e-08,2.00000000000043
env,-2.898639625096342e-08,5.000000000000401
MIF,-2.898639625096342e-08,4.3996993069562496e-13
SERPING1,-2.898639625096342e-08,5.757080551296126
CXADR,-2.898639625096342e-08,2.0000000000004245
CA1,-2.898639625096342e-08,4.3996993069562496e-13
FCGR2A,-2.898639625096342e-08,4.035039383537526
HMOX2,-2.898639625096342e-08,4.4008962661546736e-13
ANXA2,-2.898639625096342e-08,4.3996993069562496e-13
P2RX7,-2.898639625096342e-08,3.1475053334186462
RAP1B,-2.898639625096342e-08,4.3996993069562496e-13
XRCC5,-2.898639625096342e-08,1.000000000000435
PSMD14,-2.898639625096342e-08,1.000000000000435
TNFRSF8,-2.898639625096342e-08,2.00000000000043
PSMD2,-2.898639625096342e-08,1.000000000000435
PSMD7,-2.898639625096342e-08,1.000000000000435
XRCC6,-2.898639625096342e-08,1.0000000000004354
LILRB3,-2.898639625096342e-08,12.000000000000394
MADCAM1,-2.898639625096342e-08,6.000000000000379
IGHG4,-2.898639625096342e-08,0.38138738829374225
LAMTOR2,-2.898639625096342e-08,1.0000000000004345
ARF1,-2.898639625096342e-08,4.3996993069562496e-13
IGHG1,-2.898639625096342e-08,0.38138738829374225
ILF2,-2.898639625096342e-08,1.000000000000435
LAIR1,-2.898639625096342e-08,2.000000000000439
PTGS2,-2.898639625096342e-08,4.400497279755199e-13
IQGAP1,-2.898639625096342e-08,1.0000000000004354
LILRA3,-2.898639625096342e-08,12.000000000000394
LILRB2,-2.898639625096342e-08,12.000000000000394
LAMTOR3,-2.898639625096342e-08,1.000000000000435
IGHE,-2.898639625096342e-08,0.38138738829374225
CCL11,-2.898639625096342e-08,0.38138738829374225
PSMC2,-2.898639625096342e-08,1.000000000000435
TNFRSF18,-2.898639625096342e-08,2.00000000000043
TP53,-2.898639625096342e-08,0.2322819056016605
NDN,-2.898639625096342e-08,0.2322819056016605
HSP90B1,-2.898639625096342e-08,4.400497279755199e-13
LGALS9,-2.898639625096342e-08,2.000000000000405
MSN,-2.898639625096342e-08,4.3996993069562496e-13
CLEC4A,-2.898639625096342e-08,5.000000000000401
PITPNA,-2.898639625096342e-08,4.3996993069562496e-13
LCP1,-2.898639625096342e-08,4.3996993069562496e-13
HNRNPDL,-2.898639625096342e-08,4.3996993069562496e-13
MTAP,-2.898639625096342e-08,4.3996993069562496e-13
SELL,-2.898639625096342e-08,6.000000000000379
KIR3DL1,-2.898639625096342e-08,2.0000000000004388
TNFRSF9,-2.898639625096342e-08,2.00000000000043
SOS2,-2.898639625096342e-08,0.04510420767979504
BTNL8,-2.898639625096342e-08,2.00000000000044
ULBP3,-2.898639625096342e-08,6.000000000000438
GLYCAM1,-2.898639625096342e-08,6.000000000000356
HSP9,-2.898639625096342e-08,0.2347008654578443
LILRB1,-2.898639625096342e-08,12.000000000000394
SNRPA1,-2.898639625096342e-08,4.3996993069562496e-13
AIP,-2.898639625096342e-08,4.3996993069562496e-13
GSTA2,-2.898639625096342e-08,4.3996993069562496e-13
CNN2,-2.898639625096342e-08,4.3996993069562496e-13
TCP1,-2.898639625096342e-08,4.3996993069562496e-13
SOD1,-2.898639625096342e-08,4.3996993069562496e-13
LILRA2,-2.898639625096342e-08,12.000000000000394
HSPA9,-2.898639625096342e-08,4.4001459982513136e-13
Genome polyprotein,-2.898639625096342e-08,5.000000000000401
LILRA4,-2.898639625096342e-08,12.000000000000394
LILRB4,-2.898639625096342e-08,12.000000000000394
LILRA5,-2.898639625096342e-08,12.000000000000394
LILRA6,-2.898639625096342e-08,12.000000000000394
LILRA1,-2.898639625096342e-08,12.000000000000394
RPLP0,-2.898639625096342e-08,4.3996993069562496e-13
FCGR3A,-2.898639625096342e-08,3.000000000000439
FCGR2B,-2.898639625096342e-08,3.000000000000439
SH2D1B,-2.898639625096342e-08,4.000000000000438
TNFRSF4,-2.898639625096342e-08,2.00000000000043
CD27,-2.898639625096342e-08,2.00000000000043
TNFSF8,-2.898639625096342e-08,2.00000000000043
IFNG,-2.898639625096342e-08,4.3996993069562496e-13
PDCD4,-2.898639625096342e-08,4.3996993069562496e-13
GSTO1,-2.898639625096342e-08,4.3996993069562496e-13
LILRB5,-2.898639625096342e-08,12.000000000000394
RAET1E,-2.898639625096342e-08,6.000000000000438
SH2D1A,-2.898639625096342e-08,4.000000000000438
ULBP1,-2.898639625096342e-08,6.000000000000438
MICA,-2.898639625096342e-08,6.000000000000438
MICB,-2.898639625096342e-08,6.000000000000438
TALDO1,-2.898639625096342e-08,4.3996993069562496e-13
CD34,-2.898639625096342e-08,6.000000000000356
LTF,-2.898639625096342e-08,3.0000000000004023
KIR3DL2,-2.898639625096342e-08,2.0000000000004388
CD200,-2.898639625096342e-08,2.000000000000439
CD200R1,-2.898639625096342e-08,2.000000000000439
SLAMF6,-2.898639625096342e-08,4.000000000000438
SLAMF7,-2.898639625096342e-08,1.000000000000439
NCR3LG1,-2.898639625096342e-08,2.000000000000439
HAVCR2,-2.898639625096342e-08,2.000000000000405
CXCL8,-2.8986396173388755e-08,4.4008962661546736e-13
SERPINB2,-2.89863961709493e-08,4.4008962661546736e-13
gag,-2.898639610090984e-08,0.006673278673288117
IFNL3,-2.898639608594785e-08,0.03083299212942877
IFNL2,-2.898639608594785e-08,0.03083299212942877
